location,year,total_energy_supply
MMR,2004,69.87
MMR,2005,70.53
MMR,2006,70.19
MMR,2007,68.3
MMR,2008,71.55
MMR,2009,76.73
MMR,2010,78.78
MMR,2011,79.12
MMR,2012,73.07
MMR,2013,69.96
MMR,2014,60.67
MMR,2015,
NAM,1960,
NAM,1961,
NAM,1962,
NAM,1963,
NAM,1964,
NAM,1965,
NAM,1966,
NAM,1967,
NAM,1968,
NAM,1969,
NAM,1970,
NAM,1971,
NAM,1972,
NAM,1973,
NAM,1974,
NAM,1975,
NAM,1976,
NAM,1977,
NAM,1978,
NAM,1979,
NAM,1980,
NAM,1981,
NAM,1982,
NAM,1983,
NAM,1984,
NAM,1985,
NAM,1986,
NAM,1987,
NAM,1988,
NAM,1989,
NAM,1990,
NAM,1991,41.34
NAM,1992,37.72
NAM,1993,33.65
NAM,1994,28.84
NAM,1995,31.18
NAM,1996,27.25
NAM,1997,25.17
NAM,1998,27.83
NAM,1999,29.8
NAM,2000,32.07
NAM,2001,26.1
NAM,2002,30.22
NAM,2003,29.1
NAM,2004,25.95
NAM,2005,26.07
NAM,2006,25.26
NAM,2007,24.49
NAM,2008,20.98
NAM,2009,21.07
NAM,2010,19.55
NAM,2011,20.55
NAM,2012,21.23
NAM,2013,19.27
NAM,2014,19.94
NAM,2015,
NPL,1960,
NPL,1961,
NPL,1962,
NPL,1963,
NPL,1964,
NPL,1965,
NPL,1966,
NPL,1967,
NPL,1968,
NPL,1969,
NPL,1970,
NPL,1971,98.34
NPL,1972,97.82
NPL,1973,97.01
NPL,1974,97.23
NPL,1975,97.52
NPL,1976,98.04
NPL,1977,97.79
NPL,1978,97.85
NPL,1979,96.87
NPL,1980,96.52
NPL,1981,96.98
NPL,1982,96.53
NPL,1983,95.52
NPL,1984,95.21
NPL,1985,96.43
NPL,1986,95.48
NPL,1987,95.75
NPL,1988,95.57
NPL,1989,96.57
NPL,1990,95.02
NPL,1991,94.03
NPL,1992,93.66
NPL,1993,93.23
NPL,1994,92.05
NPL,1995,91.46
NPL,1996,91.26
NPL,1997,90.17
NPL,1998,89.87
NPL,1999,87.34
NPL,2000,87.92
NPL,2001,87.55
NPL,2002,89.88
NPL,2003,89.45
NPL,2004,90.17
NPL,2005,89.19
NPL,2006,90.93
NPL,2007,91.05
NPL,2008,89.84
NPL,2009,88.47
NPL,2010,86.84
NPL,2011,86.41
NPL,2012,84.14
NPL,2013,85.31
NPL,2014,83.23
NPL,2015,
NIC,1960,
NIC,1961,
NIC,1962,
NIC,1963,
NIC,1964,
NIC,1965,
NIC,1966,
NIC,1967,
NIC,1968,
NIC,1969,
NIC,1970,
NIC,1971,58.62
NIC,1972,58.94
NIC,1973,56.52
NIC,1974,55.94
NIC,1975,56.6
NIC,1976,55.41
NIC,1977,50.31
NIC,1978,52.95
NIC,1979,62.64
NIC,1980,59.16
NIC,1981,58.8
NIC,1982,59.99
NIC,1983,59.34
NIC,1984,65.64
NIC,1985,66.85
NIC,1986,62.06
NIC,1987,62.16
NIC,1988,63.62
NIC,1989,69.34
NIC,1990,70.38
NIC,1991,71.08
NIC,1992,67.5
NIC,1993,67.31
NIC,1994,64.84
NIC,1995,62.67
NIC,1996,62.21
NIC,1997,60.51
NIC,1998,56.12
NIC,1999,52.96
NIC,2000,53.59
NIC,2001,51.63
NIC,2002,53.28
NIC,2003,51.92
NIC,2004,52.46
NIC,2005,52.06
NIC,2006,51.78
NIC,2007,50.64
NIC,2008,53.4
NIC,2009,52.67
NIC,2010,53.19
NIC,2011,51.49
NIC,2012,56.67
NIC,2013,60.25
NIC,2014,59.14
NIC,2015,
NER,1960,
NER,1961,
NER,1962,
NER,1963,
NER,1964,
NER,1965,
NER,1966,
NER,1967,
NER,1968,
NER,1969,
NER,1970,
NER,1971,
NER,1972,
NER,1973,
NER,1974,
NER,1975,
NER,1976,
NER,1977,
NER,1978,
NER,1979,
NER,1980,
NER,1981,
NER,1982,
NER,1983,
NER,1984,
NER,1985,
NER,1986,
NER,1987,
NER,1988,
NER,1989,
NER,1990,
NER,1991,
NER,1992,
NER,1993,
NER,1994,
NER,1995,
NER,1996,
NER,1997,
NER,1998,
NER,1999,
NER,2000,84.44
NER,2001,84.94
NER,2002,84.56
NER,2003,83.69
NER,2004,82.41
NER,2005,84.3
NER,2006,84.56
NER,2007,83.66
NER,2008,82.67
NER,2009,80.46
NER,2010,76.78
NER,2011,73.11
NER,2012,67.91
NER,2013,71.47
NER,2014,73.77
NER,2015,
NGA,1960,
NGA,1961,
NGA,1962,
NGA,1963,
NGA,1964,
NGA,1965,
NGA,1966,
NGA,1967,
NGA,1968,
NGA,1969,
NGA,1970,
NGA,1971,94.03
NGA,1972,93.06
NGA,1973,91.41
NGA,1974,91.01
NGA,1975,89.65
NGA,1976,87.57
NGA,1977,85.37
NGA,1978,83.57
NGA,1979,82.68
NGA,1980,81.06
NGA,1981,79.52
NGA,1982,77.93
NGA,1983,77.85
NGA,1984,79.97
NGA,1985,79.65
NGA,1986,81.05
NGA,1987,80.27
NGA,1988,80.17
NGA,1989,79.56
NGA,1990,79.48
NGA,1991,78.09
NGA,1992,77.17
NGA,1993,77.96
NGA,1994,82.18
NGA,1995,82.25
NGA,1996,81.17
NGA,1997,80.8
NGA,1998,82.64
NGA,1999,82.22
NGA,2000,81.55
NGA,2001,80.11
NGA,2002,80.24
NGA,2003,78.38
NGA,2004,78.69
NGA,2005,78.29
NGA,2006,80.29
NGA,2007,82.4
NGA,2008,81.56
NGA,2009,84.11
NGA,2010,81.97
NGA,2011,81.0
NGA,2012,81.2
NGA,2013,81.37
NGA,2014,80.96
NGA,2015,
OMN,1960,
OMN,1961,
OMN,1962,
OMN,1963,
OMN,1964,
OMN,1965,
OMN,1966,
OMN,1967,
OMN,1968,
OMN,1969,
OMN,1970,
OMN,1971,0.0
OMN,1972,0.0
OMN,1973,0.0
OMN,1974,0.0
OMN,1975,0.0
OMN,1976,0.0
OMN,1977,0.0
OMN,1978,0.0
OMN,1979,0.0
OMN,1980,0.0
OMN,1981,0.0
OMN,1982,0.0
OMN,1983,0.0
OMN,1984,0.0
OMN,1985,0.0
OMN,1986,0.0
OMN,1987,0.0
OMN,1988,0.0
OMN,1989,0.0
OMN,1990,0.0
OMN,1991,0.0
OMN,1992,0.0
OMN,1993,0.0
OMN,1994,0.0
OMN,1995,0.0
OMN,1996,0.0
OMN,1997,0.0
OMN,1998,0.0
OMN,1999,0.0
OMN,2000,0.0
OMN,2001,0.0
OMN,2002,0.0
OMN,2003,0.0
OMN,2004,0.0
OMN,2005,0.0
OMN,2006,0.0
OMN,2007,0.0
OMN,2008,0.0
OMN,2009,0.0
OMN,2010,0.0
OMN,2011,0.0
OMN,2012,0.0
OMN,2013,0.0
OMN,2014,0.0
OMN,2015,
PAK,1960,
PAK,1961,
PAK,1962,
PAK,1963,
PAK,1964,
PAK,1965,
PAK,1966,
PAK,1967,
PAK,1968,
PAK,1969,
PAK,1970,
PAK,1971,64.24
PAK,1972,64.55
PAK,1973,63.73
PAK,1974,61.92
PAK,1975,61.14
PAK,1976,62.71
PAK,1977,61.81
PAK,1978,61.95
PAK,1979,60.56
PAK,1980,59.68
PAK,1981,57.28
PAK,1982,55.72
PAK,1983,54.82
PAK,1984,54.96
PAK,1985,53.44
PAK,1986,53.06
PAK,1987,49.98
PAK,1988,49.23
PAK,1989,47.96
PAK,1990,47.14
PAK,1991,47.47
PAK,1992,46.13
PAK,1993,44.83
PAK,1994,44.74
PAK,1995,43.92
PAK,1996,42.15
PAK,1997,42.0
PAK,1998,42.0
PAK,1999,40.26
PAK,2000,39.77
PAK,2001,40.17
PAK,2002,40.96
PAK,2003,40.5
PAK,2004,38.34
PAK,2005,38.26
PAK,2006,37.54
PAK,2007,35.97
PAK,2008,37.18
PAK,2009,37.37
PAK,2010,37.94
PAK,2011,38.06
PAK,2012,38.5
PAK,2013,38.57
PAK,2014,38.78
PAK,2015,
PAN,1960,
PAN,1961,
PAN,1962,
PAN,1963,
PAN,1964,
PAN,1965,
PAN,1966,
PAN,1967,
PAN,1968,
PAN,1969,
PAN,1970,
PAN,1971,20.67
PAN,1972,18.19
PAN,1973,16.83
PAN,1974,18.31
PAN,1975,22.47
PAN,1976,24.17
PAN,1977,26.72
PAN,1978,30.05
PAN,1979,28.77
PAN,1980,37.33
PAN,1981,37.69
PAN,1982,34.39
PAN,1983,30.59
PAN,1984,36.76
PAN,1985,38.72
PAN,1986,38.17
PAN,1987,35.39
PAN,1988,38.65
PAN,1989,41.21
PAN,1990,41.07
PAN,1991,37.29
PAN,1992,33.85
PAN,1993,35.45
PAN,1994,33.07
PAN,1995,30.26
PAN,1996,32.86
PAN,1997,31.73
PAN,1998,25.0
PAN,1999,28.79
PAN,2000,29.41
PAN,2001,24.78
PAN,2002,29.55
PAN,2003,27.69
PAN,2004,30.57
PAN,2005,26.49
PAN,2006,25.6
PAN,2007,24.44
PAN,2008,29.08
PAN,2009,24.99
PAN,2010,18.57
PAN,2011,17.22
PAN,2012,19.53
PAN,2013,20.09
PAN,2014,19.1
PAN,2015,
PRY,1960,
PRY,1961,
PRY,1962,
PRY,1963,
PRY,1964,
PRY,1965,
PRY,1966,
PRY,1967,
PRY,1968,
PRY,1969,
PRY,1970,
PRY,1971,85.39
PRY,1972,84.53
PRY,1973,83.78
PRY,1974,86.25
PRY,1975,84.78
PRY,1976,83.79
PRY,1977,77.8
PRY,1978,74.47
PRY,1979,76.05
PRY,1980,77.01
PRY,1981,78.05
PRY,1982,77.78
PRY,1983,79.98
PRY,1984,78.5
PRY,1985,89.14
PRY,1986,116.76
PRY,1987,132.97
PRY,1988,131.74
PRY,1989,136.06
PRY,1990,148.56
PRY,1991,153.24
PRY,1992,143.13
PRY,1993,147.12
PRY,1994,149.73
PRY,1995,153.35
PRY,1996,158.92
PRY,1997,160.51
PRY,1998,159.23
PRY,1999,163.8
PRY,2000,177.55
PRY,2001,157.08
PRY,2002,161.94
PRY,2003,167.01
PRY,2004,165.56
PRY,2005,166.11
PRY,2006,166.23
PRY,2007,161.54
PRY,2008,159.83
PRY,2009,155.74
PRY,2010,145.01
PRY,2011,147.71
PRY,2012,148.21
PRY,2013,148.83
PRY,2014,135.19
PRY,2015,
PER,1960,
PER,1961,
PER,1962,
PER,1963,
PER,1964,
PER,1965,
PER,1966,
PER,1967,
PER,1968,
PER,1969,
PER,1970,
PER,1971,41.8
PER,1972,42.23
PER,1973,41.2
PER,1974,39.78
PER,1975,37.93
PER,1976,37.73
PER,1977,36.94
PER,1978,38.24
PER,1979,38.56
PER,1980,35.86
PER,1981,36.66
PER,1982,37.45
PER,1983,40.84
PER,1984,40.69
PER,1985,40.91
PER,1986,38.44
PER,1987,36.27
PER,1988,34.78
PER,1989,36.45
PER,1990,36.72
PER,1991,37.35
PER,1992,35.8
PER,1993,34.43
PER,1994,33.64
PER,1995,31.38
PER,1996,30.5
PER,1997,31.38
PER,1998,30.23
PER,1999,28.8
PER,2000,30.09
PER,2001,32.45
PER,2002,32.6
PER,2003,33.45
PER,2004,30.25
PER,2005,28.44
PER,2006,31.05
PER,2007,29.64
PER,2008,23.43
PER,2009,26.63
PER,2010,26.08
PER,2011,26.13
PER,2012,23.34
PER,2013,23.76
PER,2014,20.45
PER,2015,
PHL,1960,
PHL,1961,
PHL,1962,
PHL,1963,
PHL,1964,
PHL,1965,
PHL,1966,
PHL,1967,
PHL,1968,
PHL,1969,
PHL,1970,
PHL,1971,48.32
PHL,1972,49.46
PHL,1973,46.69
PHL,1974,48.19
PHL,1975,46.74
PHL,1976,46.16
PHL,1977,45.05
PHL,1978,45.59
PHL,1979,46.59
PHL,1980,51.35
PHL,1981,55.19
PHL,1982,57.35
PHL,1983,56.19
PHL,1984,65.4
PHL,1985,64.82
PHL,1986,64.46
PHL,1987,60.57
PHL,1988,59.05
PHL,1989,58.08
PHL,1990,56.92
PHL,1991,55.72
PHL,1992,51.77
PHL,1993,50.73
PHL,1994,48.23
PHL,1995,44.63
PHL,1996,43.67
PHL,1997,42.28
PHL,1998,44.08
PHL,1999,46.78
PHL,2000,46.93
PHL,2001,45.7
PHL,2002,44.13
PHL,2003,42.78
PHL,2004,43.62
PHL,2005,42.19
PHL,2006,43.82
PHL,2007,42.73
PHL,2008,42.37
PHL,2009,43.74
PHL,2010,39.88
PHL,2011,40.1
PHL,2012,40.5
PHL,2013,38.57
PHL,2014,37.99
PHL,2015,
QAT,1960,
QAT,1961,
QAT,1962,
QAT,1963,
QAT,1964,
QAT,1965,
QAT,1966,
QAT,1967,
QAT,1968,
QAT,1969,
QAT,1970,
QAT,1971,0.0
QAT,1972,0.0
QAT,1973,0.0
QAT,1974,0.0
QAT,1975,0.0
QAT,1976,0.0
QAT,1977,0.0
QAT,1978,0.0
QAT,1979,0.0
QAT,1980,0.0
QAT,1981,0.0
QAT,1982,0.0
QAT,1983,0.0
QAT,1984,0.0
QAT,1985,0.0
QAT,1986,0.0
QAT,1987,0.0
QAT,1988,0.0
QAT,1989,0.0
QAT,1990,0.0
QAT,1991,0.0
QAT,1992,0.0
QAT,1993,0.0
QAT,1994,0.0
QAT,1995,0.0
QAT,1996,0.0
QAT,1997,0.0
QAT,1998,0.0
QAT,1999,0.0
QAT,2000,0.0
QAT,2001,0.0
QAT,2002,0.0
QAT,2003,0.0
QAT,2004,0.0
QAT,2005,0.0
QAT,2006,0.0
QAT,2007,0.0
QAT,2008,0.0
QAT,2009,0.0
QAT,2010,0.0
QAT,2011,0.0
QAT,2012,0.0
QAT,2013,0.0
QAT,2014,0.0
QAT,2015,
ROU,1960,
ROU,1961,
ROU,1962,
ROU,1963,
ROU,1964,
ROU,1965,
ROU,1966,
ROU,1967,
ROU,1968,
ROU,1969,
ROU,1970,
ROU,1971,4.21
ROU,1972,4.77
ROU,1973,4.22
ROU,1974,4.08
ROU,1975,3.98
ROU,1976,3.39
ROU,1977,3.32
ROU,1978,3.29
ROU,1979,3.04
ROU,1980,3.13
ROU,1981,3.12
ROU,1982,3.22
ROU,1983,2.95
ROU,1984,3.0
ROU,1985,3.52
ROU,1986,3.01
ROU,1987,2.76
ROU,1988,3.1
ROU,1989,2.64
ROU,1990,2.54
ROU,1991,3.84
ROU,1992,3.84
ROU,1993,4.94
ROU,1994,5.28
ROU,1995,6.0
ROU,1996,8.05
ROU,1997,10.83
ROU,1998,11.32
ROU,1999,12.12
ROU,2000,11.15
ROU,2001,9.3
ROU,2002,9.83
ROU,2003,10.12
ROU,2004,11.8
ROU,2005,12.8
ROU,2006,11.97
ROU,2007,11.94
ROU,2008,13.48
ROU,2009,15.1
ROU,2010,16.73
ROU,2011,14.15
ROU,2012,14.88
ROU,2013,17.4
ROU,2014,19.33
ROU,2015,
RUS,1960,
RUS,1961,
RUS,1962,
RUS,1963,
RUS,1964,
RUS,1965,
RUS,1966,
RUS,1967,
RUS,1968,
RUS,1969,
RUS,1970,
RUS,1971,
RUS,1972,
RUS,1973,
RUS,1974,
RUS,1975,
RUS,1976,
RUS,1977,
RUS,1978,
RUS,1979,
RUS,1980,
RUS,1981,
RUS,1982,
RUS,1983,
RUS,1984,
RUS,1985,
RUS,1986,
RUS,1987,
RUS,1988,
RUS,1989,
RUS,1990,3.01
RUS,1991,2.98
RUS,1992,3.21
RUS,1993,3.36
RUS,1994,3.35
RUS,1995,3.35
RUS,1996,2.94
RUS,1997,3.0
RUS,1998,2.96
RUS,1999,3.09
RUS,2000,2.92
RUS,2001,3.0
RUS,2002,2.84
RUS,2003,2.67
RUS,2004,2.92
RUS,2005,2.87
RUS,2006,2.81
RUS,2007,2.88
RUS,2008,2.58
RUS,2009,2.83
RUS,2010,2.57
RUS,2011,2.46
RUS,2012,2.41
RUS,2013,2.57
RUS,2014,2.53
RUS,2015,
SAU,1960,
SAU,1961,
SAU,1962,
SAU,1963,
SAU,1964,
SAU,1965,
SAU,1966,
SAU,1967,
SAU,1968,
SAU,1969,
SAU,1970,
SAU,1971,0.02
SAU,1972,0.02
SAU,1973,0.02
SAU,1974,0.01
SAU,1975,0.01
SAU,1976,0.02
SAU,1977,0.01
SAU,1978,0.02
SAU,1979,0.01
SAU,1980,0.0
SAU,1981,0.01
SAU,1982,0.02
SAU,1983,0.02
SAU,1984,0.02
SAU,1985,0.01
SAU,1986,0.02
SAU,1987,0.02
SAU,1988,0.01
SAU,1989,0.02
SAU,1990,0.02
SAU,1991,0.02
SAU,1992,0.01
SAU,1993,0.01
SAU,1994,0.02
SAU,1995,0.01
SAU,1996,0.0
SAU,1997,0.0
SAU,1998,0.0
SAU,1999,0.0
SAU,2000,0.0
SAU,2001,0.01
SAU,2002,0.0
SAU,2003,0.0
SAU,2004,0.0
SAU,2005,0.0
SAU,2006,0.0
SAU,2007,0.0
SAU,2008,0.0
SAU,2009,0.0
SAU,2010,0.0
SAU,2011,0.0
SAU,2012,0.0
SAU,2013,0.0
SAU,2014,0.0
SAU,2015,
SEN,1960,
SEN,1961,
SEN,1962,
SEN,1963,
SEN,1964,
SEN,1965,
SEN,1966,
SEN,1967,
SEN,1968,
SEN,1969,
SEN,1970,
SEN,1971,66.44
SEN,1972,66.04
SEN,1973,63.6
SEN,1974,62.4
SEN,1975,61.43
SEN,1976,60.58
SEN,1977,59.53
SEN,1978,59.84
SEN,1979,57.67
SEN,1980,56.74
SEN,1981,57.56
SEN,1982,58.54
SEN,1983,58.83
SEN,1984,56.32
SEN,1985,58.89
SEN,1986,56.73
SEN,1987,53.65
SEN,1988,56.88
SEN,1989,57.7
SEN,1990,56.74
SEN,1991,57.61
SEN,1992,54.59
SEN,1993,55.16
SEN,1994,55.97
SEN,1995,54.35
SEN,1996,54.58
SEN,1997,52.93
SEN,1998,51.55
SEN,1999,50.29
SEN,2000,48.54
SEN,2001,45.75
SEN,2002,46.24
SEN,2003,47.35
SEN,2004,43.9
SEN,2005,43.52
SEN,2006,44.97
SEN,2007,46.01
SEN,2008,46.14
SEN,2009,55.15
SEN,2010,53.31
SEN,2011,51.84
SEN,2012,53.46
SEN,2013,47.38
SEN,2014,45.89
SEN,2015,
SGP,1960,
SGP,1961,
SGP,1962,
SGP,1963,
SGP,1964,
SGP,1965,
SGP,1966,
SGP,1967,
SGP,1968,
SGP,1969,
SGP,1970,
SGP,1971,0.37
SGP,1972,0.21
SGP,1973,0.11
SGP,1974,0.05
SGP,1975,0.13
SGP,1976,0.17
SGP,1977,0.26
SGP,1978,0.15
SGP,1979,0.17
SGP,1980,0.1
SGP,1981,0.1
SGP,1982,0.11
SGP,1983,0.09
SGP,1984,0.08
SGP,1985,0.0
SGP,1986,0.49
SGP,1987,0.46
SGP,1988,0.41
SGP,1989,0.41
SGP,1990,0.3
SGP,1991,0.77
SGP,1992,0.68
SGP,1993,0.56
SGP,1994,0.46
SGP,1995,0.54
SGP,1996,0.51
SGP,1997,0.46
SGP,1998,0.51
SGP,1999,0.56
SGP,2000,0.54
SGP,2001,0.92
SGP,2002,0.92
SGP,2003,0.8
SGP,2004,0.64
SGP,2005,0.91
SGP,2006,0.85
SGP,2007,0.94
SGP,2008,0.88
SGP,2009,1.03
SGP,2010,1.16
SGP,2011,1.15
SGP,2012,1.2
SGP,2013,1.33
SGP,2014,1.32
SGP,2015,
SVN,1960,
SVN,1961,
SVN,1962,
SVN,1963,
SVN,1964,
SVN,1965,
SVN,1966,
SVN,1967,
SVN,1968,
SVN,1969,
SVN,1970,
SVN,1971,
SVN,1972,
SVN,1973,
SVN,1974,
SVN,1975,
SVN,1976,
SVN,1977,
SVN,1978,
SVN,1979,
SVN,1980,
SVN,1981,
SVN,1982,
SVN,1983,
SVN,1984,
SVN,1985,
SVN,1986,
SVN,1987,
SVN,1988,
SVN,1989,
SVN,1990,9.12
SVN,1991,10.4
SVN,1992,10.86
SVN,1993,9.71
SVN,1994,9.87
SVN,1995,8.94
SVN,1996,9.15
SVN,1997,8.04
SVN,1998,8.68
SVN,1999,8.59
SVN,2000,12.28
SVN,2001,11.53
SVN,2002,10.47
SVN,2003,10.33
SVN,2004,11.52
SVN,2005,10.61
SVN,2006,10.51
SVN,2007,10.03
SVN,2008,11.0
SVN,2009,15.02
SVN,2010,15.38
SVN,2011,14.16
SVN,2012,15.28
SVN,2013,17.23
SVN,2014,18.35
SVN,2015,16.07
ZAF,1960,
ZAF,1961,
ZAF,1962,
ZAF,1963,
ZAF,1964,
ZAF,1965,
ZAF,1966,
ZAF,1967,
ZAF,1968,
ZAF,1969,
ZAF,1970,
ZAF,1971,10.37
ZAF,1972,10.84
ZAF,1973,10.61
ZAF,1974,10.88
ZAF,1975,11.26
ZAF,1976,10.64
ZAF,1977,10.39
ZAF,1978,9.99
ZAF,1979,9.91
ZAF,1980,9.77
ZAF,1981,9.89
ZAF,1982,9.36
ZAF,1983,9.33
ZAF,1984,9.51
ZAF,1985,9.65
ZAF,1986,9.52
ZAF,1987,9.83
ZAF,1988,10.1
ZAF,1989,11.23
ZAF,1990,11.54
ZAF,1991,11.37
ZAF,1992,12.26
ZAF,1993,11.58
ZAF,1994,11.5
ZAF,1995,11.09
ZAF,1996,11.1
ZAF,1997,11.04
ZAF,1998,11.27
ZAF,1999,11.34
ZAF,2000,11.67
ZAF,2001,11.66
ZAF,2002,12.09
ZAF,2003,11.32
ZAF,2004,10.52
ZAF,2005,10.71
ZAF,2006,11.03
ZAF,2007,10.32
ZAF,2008,9.75
ZAF,2009,10.11
ZAF,2010,10.46
ZAF,2011,10.66
ZAF,2012,10.92
ZAF,2013,11.08
ZAF,2014,10.8
ZAF,2015,
LKA,1960,
LKA,1961,
LKA,1962,
LKA,1963,
LKA,1964,
LKA,1965,
LKA,1966,
LKA,1967,
LKA,1968,
LKA,1969,
LKA,1970,
LKA,1971,73.99
LKA,1972,69.51
LKA,1973,68.89
LKA,1974,73.65
LKA,1975,75.93
LKA,1976,76.47
LKA,1977,74.6
LKA,1978,72.59
LKA,1979,71.2
LKA,1980,70.77
LKA,1981,71.35
LKA,1982,69.42
LKA,1983,69.08
LKA,1984,73.19
LKA,1985,75.26
LKA,1986,75.49
LKA,1987,73.88
LKA,1988,75.26
LKA,1989,76.44
LKA,1990,75.89
LKA,1991,74.87
LKA,1992,75.2
LKA,1993,70.19
LKA,1994,68.3
LKA,1995,66.94
LKA,1996,62.45
LKA,1997,62.32
LKA,1998,61.07
LKA,1999,60.16
LKA,2000,56.98
LKA,2001,56.64
LKA,2002,55.41
LKA,2003,53.63
LKA,2004,54.2
LKA,2005,54.71
LKA,2006,56.56
LKA,2007,54.61
LKA,2008,55.14
LKA,2009,56.44
LKA,2010,56.91
LKA,2011,51.16
LKA,2012,52.69
LKA,2013,54.13
LKA,2014,49.73
LKA,2015,
SDN,1960,
SDN,1961,
SDN,1962,
SDN,1963,
SDN,1964,
SDN,1965,
SDN,1966,
SDN,1967,
SDN,1968,
SDN,1969,
SDN,1970,
SDN,1971,80.65
SDN,1972,80.94
SDN,1973,80.25
SDN,1974,81.19
SDN,1975,82.78
SDN,1976,85.05
SDN,1977,84.81
SDN,1978,85.86
SDN,1979,87.43
SDN,1980,84.74
SDN,1981,86.2
SDN,1982,84.69
SDN,1983,85.78
SDN,1984,86.46
SDN,1985,84.84
SDN,1986,85.39
SDN,1987,88.35
SDN,1988,84.58
SDN,1989,86.0
SDN,1990,82.55
SDN,1991,83.92
SDN,1992,85.16
SDN,1993,88.88
SDN,1994,86.25
SDN,1995,86.82
SDN,1996,87.03
SDN,1997,85.79
SDN,1998,85.46
SDN,1999,77.57
SDN,2000,82.43
SDN,2001,83.82
SDN,2002,80.88
SDN,2003,81.44
SDN,2004,79.72
SDN,2005,76.69
SDN,2006,72.28
SDN,2007,69.05
SDN,2008,67.24
SDN,2009,67.77
SDN,2010,68.97
SDN,2011,70.44
SDN,2012,67.17
SDN,2013,68.12
SDN,2014,68.24
SDN,2015,
SYR,1960,
SYR,1961,
SYR,1962,
SYR,1963,
SYR,1964,
SYR,1965,
SYR,1966,
SYR,1967,
SYR,1968,
SYR,1969,
SYR,1970,
SYR,1971,0.21
SYR,1972,0.33
SYR,1973,0.24
SYR,1974,1.11
SYR,1975,2.18
SYR,1976,3.07
SYR,1977,4.03
SYR,1978,4.31
SYR,1979,3.78
SYR,1980,5.04
SYR,1981,4.36
SYR,1982,4.02
SYR,1983,3.34
SYR,1984,3.42
SYR,1985,3.71
SYR,1986,3.09
SYR,1987,2.78
SYR,1988,2.64
SYR,1989,2.6
SYR,1990,2.26
SYR,1991,2.07
SYR,1992,2.13
SYR,1993,2.08
SYR,1994,1.96
SYR,1995,1.82
SYR,1996,1.75
SYR,1997,1.65
SYR,1998,1.53
SYR,1999,1.55
SYR,2000,1.83
SYR,2001,1.88
SYR,2002,1.31
SYR,2003,1.47
SYR,2004,2.11
SYR,2005,1.82
SYR,2006,1.6
SYR,2007,1.35
SYR,2008,1.09
SYR,2009,0.78
SYR,2010,1.06
SYR,2011,1.45
SYR,2012,1.92
SYR,2013,2.27
SYR,2014,2.45
SYR,2015,
TWN,1960,
TWN,1961,
TWN,1962,
TWN,1963,
TWN,1964,
TWN,1965,
TWN,1966,
TWN,1967,
TWN,1968,
TWN,1969,
TWN,1970,
TWN,1971,2.66
TWN,1972,2.72
TWN,1973,2.23
TWN,1974,3.15
TWN,1975,3.16
TWN,1976,2.07
TWN,1977,1.79
TWN,1978,1.84
TWN,1979,1.55
TWN,1980,0.9
TWN,1981,1.59
TWN,1982,1.56
TWN,1983,1.42
TWN,1984,1.19
TWN,1985,1.56
TWN,1986,1.48
TWN,1987,1.24
TWN,1988,0.97
TWN,1989,0.97
TWN,1990,1.19
TWN,1991,0.69
TWN,1992,1.11
TWN,1993,0.68
TWN,1994,0.79
TWN,1995,0.73
TWN,1996,0.69
TWN,1997,0.99
TWN,1998,1.09
TWN,1999,0.99
TWN,2000,1.01
TWN,2001,1.07
TWN,2002,0.83
TWN,2003,0.93
TWN,2004,1.02
TWN,2005,1.08
TWN,2006,1.11
TWN,2007,1.2
TWN,2008,1.19
TWN,2009,1.18
TWN,2010,1.2
TWN,2011,1.5
TWN,2012,1.65
TWN,2013,1.61
TWN,2014,1.5
TWN,2015,
TJK,1960,
TJK,1961,
TJK,1962,
TJK,1963,
TJK,1964,
TJK,1965,
TJK,1966,
TJK,1967,
TJK,1968,
TJK,1969,
TJK,1970,
TJK,1971,
TJK,1972,
TJK,1973,
TJK,1974,
TJK,1975,
TJK,1976,
TJK,1977,
TJK,1978,
TJK,1979,
TJK,1980,
TJK,1981,
TJK,1982,
TJK,1983,
TJK,1984,
TJK,1985,
TJK,1986,
TJK,1987,
TJK,1988,
TJK,1989,
TJK,1990,26.73
TJK,1991,27.81
TJK,1992,33.06
TJK,1993,45.38
TJK,1994,57.69
TJK,1995,56.41
TJK,1996,59.35
TJK,1997,55.08
TJK,1998,54.06
TJK,1999,59.27
TJK,2000,56.13
TJK,2001,57.61
TJK,2002,61.3
TJK,2003,64.8
TJK,2004,59.93
TJK,2005,62.35
TJK,2006,59.53
TJK,2007,57.07
TJK,2008,55.37
TJK,2009,64.13
TJK,2010,64.82
TJK,2011,63.84
TJK,2012,61.93
TJK,2013,56.44
TJK,2014,49.06
TJK,2015,
TZA,1960,
TZA,1961,
TZA,1962,
TZA,1963,
TZA,1964,
TZA,1965,
TZA,1966,
TZA,1967,
TZA,1968,
TZA,1969,
TZA,1970,
TZA,1971,90.71
TZA,1972,90.04
TZA,1973,89.82
TZA,1974,90.69
TZA,1975,91.56
TZA,1976,90.94
TZA,1977,91.39
TZA,1978,91.03
TZA,1979,91.03
TZA,1980,91.02
TZA,1981,91.61
TZA,1982,92.15
TZA,1983,92.23
TZA,1984,92.45
TZA,1985,92.6
TZA,1986,92.39
TZA,1987,92.72
TZA,1988,93.07
TZA,1989,93.14
TZA,1990,93.1
